Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,2022-11-22,2,5771,125,1,1,0,0
1,2022-11-23,3,4836,107,1,0,0,0
1,2022-11-24,4,5241,141,1,0,0,0
1,2022-11-25,5,5476,121,1,0,0,0
1,2022-11-26,6,6660,141,1,0,0,0
1,2022-11-27,7,6097,131,1,0,0,0
1,2022-11-28,1,5781,139,1,1,0,0
1,2022-11-29,2,4697,107,1,0,0,0
1,2022-11-30,3,4742,116,1,0,0,0
1,2022-12-01,4,4810,101,1,0,0,0
1,2022-12-02,5,5059,98,1,0,0,0
1,2022-12-03,6,9138,218,1,1,0,0
1,2022-12-04,7,6081,138,1,1,0,0
1,2022-12-05,1,5106,106,1,0,0,0
1,2022-12-06,2,4932,121,1,0,0,0
1,2022-12-07,3,4681,110,1,0,0,0
1,2022-12-08,4,5467,108,1,0,0,0
1,2022-12-09,5,6177,135,1,0,0,0
1,2022-12-10,6,7103,149,1,0,0,0
1,2022-12-11,7,5990,139,1,0,0,0
1,2022-12-12,1,879,19,1,0,0,0
1,2022-12-13,2,5053,105,1,0,0,0
1,2022-12-14,3,4571,104,1,0,0,0
1,2022-12-15,4,5016,125,1,0,0,0
1,2022-12-16,5,5867,131,1,0,0,0
1,2022-12-17,6,7508,169,1,0,0,0
1,2022-12-18,7,7334,151,1,1,0,0
1,2022-12-19,1,5147,108,1,0,0,0
1,2022-12-20,2,4761,111,1,0,0,0
1,2022-12-21,3,4949,111,1,0,0,0
1,2022-12-22,4,5260,124,1,0,0,0
1,2022-12-23,5,5602,110,1,0,0,0
1,2022-12-24,6,7245,178,1,0,0,0
1,2022-12-25,7,0,0,0,1,a,0
1,2022-12-26,1,5527,136,1,0,0,0
1,2022-12-27,2,4603,102,1,0,0,0
1,2022-12-28,3,5110,121,1,0,0,0
1,2022-12-29,4,5578,137,1,0,0,0
1,2022-12-30,5,5251,134,1,0,0,0
1,2022-12-31,6,9326,235,1,1,0,0
1,2023-01-01,7,0,0,0,0,a,0
1,2023-01-02,1,6578,149,1,1,0,0
1,2023-01-03,2,5635,117,1,1,0,0
1,2023-01-04,3,4753,94,1,0,0,0
1,2023-01-05,4,5088,93,1,0,0,0
1,2023-01-06,5,5500,113,1,0,0,0
1,2023-01-07,6,7086,155,1,0,0,0
1,2023-01-08,7,6510,121,1,0,0,0
1,2023-01-09,1,4868,99,1,0,0,0
1,2023-01-10,2,4545,105,1,0,0,0
1,2023-01-11,3,4851,102,1,0,0,0
1,2023-01-12,4,6516,150,1,1,0,0
1,2023-01-13,5,5744,130,1,0,0,0
1,2023-01-14,6,8819,200,1,1,0,0
1,2023-01-15,7,0,0,0,0,0,0
1,2023-01-16,1,4833,110,1,0,0,0
1,2023-01-17,2,4721,107,1,0,0,0
1,2023-01-18,3,4796,100,1,0,0,0
1,2023-01-19,4,6808,152,1,1,0,0
1,2023-01-20,5,7277,177,1,1,0,0
1,2023-01-21,6,9158,207,1,1,0,0
1,2023-01-22,7,0,0,0,0,0,0
1,2023-01-23,1,5275,130,1,0,0,0
1,2023-01-24,2,5592,128,1,1,0,0
1,2023-01-25,3,6051,143,1,1,0,0
1,2023-01-26,4,6264,143,1,1,0,0
1,2023-01-27,5,5753,126,1,0,0,0
1,2023-01-28,6,7531,175,1,0,0,0
1,2023-01-29,7,6931,159,1,1,0,0
1,2023-01-30,1,4696,108,1,0,0,0
1,2023-01-31,2,6077,119,1,1,0,0
1,2023-02-01,3,6009,124,1,1,0,0
1,2023-02-02,4,5033,101,1,0,0,0
1,2023-02-03,5,7159,166,1,1,0,0
1,2023-02-04,6,8681,206,1,1,0,0
1,2023-02-05,7,6034,141,1,0,0,0
1,2023-02-06,1,6275,135,1,1,0,0
1,2023-02-07,2,4773,113,1,0,0,0
1,2023-02-08,3,6671,141,1,1,0,0
1,2023-02-09,4,5332,120,1,0,0,0
1,2023-02-10,5,7096,165,1,1,0,0
1,2023-02-11,6,7198,162,1,0,0,0
1,2023-02-12,7,0,0,0,0,0,0
1,2023-02-13,1,5897,130,1,1,0,0
1,2023-02-14,2,4707,111,1,0,0,0
1,2023-02-15,3,4888,102,1,0,0,0
1,2023-02-16,4,6571,137,1,1,0,0
1,2023-02-17,5,7926,177,1,1,0,0
1,2023-02-18,6,7418,148,1,0,0,0
1,2023-02-19,7,5876,146,1,0,0,0
1,2023-02-20,1,4934,112,1,0,0,0
1,2023-02-21,2,4466,104,1,0,0,0
1,2023-02-22,3,4952,108,1,0,0,0
1,2023-02-23,4,5603,130,1,0,0,0
1,2023-02-24,5,7371,173,1,1,0,0
1,2023-02-25,6,9740,215,1,1,0,0
1,2023-02-26,7,7857,167,1,1,0,0
1,2023-02-27,1,4723,95,1,0,0,0
1,2023-02-28,2,5246,126,1,0,0,0
1,2023-03-01,3,4563,89,1,0,0,0
1,2023-03-02,4,5258,114,1,0,0,0
1,2023-03-03,5,5129,105,1,0,0,0
1,2023-03-04,6,8404,181,1,1,0,0
1,2023-03-05,7,6273,139,1,0,0,0
1,2023-03-06,1,4735,105,1,0,0,0
1,2023-03-07,2,5095,114,1,0,0,0
1,2023-03-08,3,5588,116,1,1,0,0
1,2023-03-09,4,5158,121,1,0,0,0
1,2023-03-10,5,5379,108,1,0,0,0
1,2023-03-11,6,7245,151,1,0,0,0
1,2023-03-12,7,8085,178,1,1,0,0
1,2023-03-13,1,5353,140,1,0,0,0
1,2023-03-14,2,6160,142,1,1,0,0
1,2023-03-15,3,5780,112,1,1,0,0
1,2023-03-16,4,4877,112,1,0,0,0
1,2023-03-17,5,5783,128,1,0,0,0
1,2023-03-18,6,8852,190,1,1,0,0
1,2023-03-19,7,0,0,0,0,0,0
1,2023-03-20,1,5334,120,1,0,0,0
1,2023-03-21,2,5721,125,1,1,0,0
1,2023-03-22,3,6010,140,1,1,0,0
1,2023-03-23,4,6115,122,1,1,0,0
1,2023-03-24,5,7093,142,1,1,0,0
1,2023-03-25,6,7410,167,1,0,0,0
1,2023-03-26,7,0,0,0,0,0,0
1,2023-03-27,1,6439,153,1,1,0,0
1,2023-03-28,2,4916,102,1,0,0,0
1,2023-03-29,3,5027,104,1,0,0,0
1,2023-03-30,4,6523,128,1,1,0,0
1,2023-03-31,5,5782,129,1,0,0,0
1,2023-04-01,6,7382,149,1,0,0,0
1,2023-04-02,7,0,0,0,0,0,0
1,2023-04-03,1,4641,111,1,0,0,0
1,2023-04-04,2,4864,121,1,0,0,0
1,2023-04-05,3,4924,100,1,0,0,0
1,2023-04-06,4,5353,125,1,0,0,0
1,2023-04-07,5,5788,151,1,0,0,0
1,2023-04-08,6,9277,200,1,1,0,0
1,2023-04-09,7,6342,147,1,0,0,0
1,2023-04-10,1,5749,122,1,1,0,0
1,2023-04-11,2,5266,108,1,0,0,0
1,2023-04-12,3,4506,98,1,0,0,0
1,2023-04-13,4,7005,156,1,1,0,0
1,2023-04-14,5,5835,132,1,0,0,0
1,2023-04-15,6,16277,372,1,1,0,0
1,2023-04-16,7,0,0,0,0,0,0
1,2023-04-17,1,10815,242,1,1,0,0
1,2023-04-18,2,8652,179,1,0,0,0
1,2023-04-19,3,11513,258,1,1,0,0
1,2023-04-20,4,10103,208,1,0,0,0
1,2023-04-21,5,13068,354,1,1,0,0
1,2023-04-22,6,0,0,0,0,b,0
1,2023-04-23,7,0,0,0,0,b,0
1,2023-04-24,1,6103,141,1,1,0,0
1,2023-04-25,2,4808,105,1,0,0,0
1,2023-04-26,3,5049,126,1,0,0,0
1,2023-04-27,4,5407,115,1,0,0,0
1,2023-04-28,5,5532,115,1,0,0,0
1,2023-04-29,6,7266,153,1,0,0,0
1,2023-04-30,7,0,0,0,0,0,0
1,2023-05-01,1,5880,131,1,1,0,0
1,2023-05-02,2,4890,121,1,0,0,0
1,2023-05-03,3,4946,111,1,0,0,0
1,2023-05-04,4,6731,169,1,1,0,0
1,2023-05-05,5,7756,170,1,1,0,0
1,2023-05-06,6,7264,171,1,0,0,0
1,2023-05-07,7,6316,134,1,0,0,0
1,2023-05-08,1,5030,106,1,0,0,0
1,2023-05-09,2,4777,112,1,0,0,0
1,2023-05-10,3,5095,118,1,0,0,0
1,2023-05-11,4,5602,129,1,0,0,0
1,2023-05-12,5,5766,123,1,0,0,0
1,2023-05-13,6,7969,187,1,0,0,0
1,2023-05-14,7,7574,168,1,1,0,0
1,2023-05-15,1,5796,124,1,1,0,0
1,2023-05-16,2,4843,111,1,0,0,0
1,2023-05-17,3,4722,103,1,0,0,0
1,2023-05-18,4,5186,120,1,0,0,0
1,2023-05-19,5,7153,147,1,1,0,0
1,2023-05-20,6,8173,177,1,0,0,0
1,2023-05-21,7,0,0,0,0,0,0
1,2023-05-22,1,6273,124,1,1,0,0
1,2023-05-23,2,6479,145,1,1,0,0
1,2023-05-24,3,6261,123,1,1,0,0
1,2023-05-25,4,6128,142,1,1,0,0
1,2023-05-26,5,5990,139,1,0,0,0
1,2023-05-27,6,7641,143,1,0,0,0
1,2023-05-28,7,0,0,0,1,0,0
1,2023-05-29,1,5978,124,1,1,0,0
1,2023-05-30,2,5126,123,1,0,0,0
1,2023-05-31,3,4688,89,1,0,0,0
1,2023-06-01,4,5435,102,1,0,0,1
1,2023-06-02,5,7192,176,1,1,0,1
1,2023-06-03,6,9660,221,1,1,0,1
1,2023-06-04,7,6430,153,1,0,0,1
1,2023-06-05,1,4795,109,1,0,0,1
1,2023-06-06,2,4624,114,1,0,0,1
1,2023-06-07,3,6880,135,1,1,0,1
1,2023-06-08,4,6602,130,1,1,0,1
1,2023-06-09,5,7439,172,1,1,0,1
1,2023-06-10,6,7873,169,1,0,0,1
1,2023-06-11,7,0,0,0,0,0,1
1,2023-06-12,1,5249,120,1,0,0,1
1,2023-06-13,2,5069,126,1,0,0,1
1,2023-06-14,3,6893,161,1,1,0,1
1,2023-06-15,4,7113,158,1,1,0,1
1,2023-06-16,5,7355,174,1,1,0,1
1,2023-06-17,6,9784,201,1,1,0,1
1,2023-06-18,7,0,0,0,0,0,1
1,2023-06-19,1,6334,141,1,1,0,1
1,2023-06-20,2,5803,151,1,1,0,1
1,2023-06-21,3,6359,149,1,1,0,1
1,2023-06-22,4,4837,95,1,0,0,1
1,2023-06-23,5,5835,131,1,0,0,1
1,2023-06-24,6,8054,211,1,0,0,1
1,2023-06-25,7,7997,177,1,1,0,1
1,2023-06-26,1,5068,111,1,0,0,1
1,2023-06-27,2,4879,99,1,0,0,1
1,2023-06-28,3,5015,109,1,0,0,1
1,2023-06-29,4,5079,101,1,0,0,1
1,2023-06-30,5,6126,130,1,0,0,1
1,2023-07-01,6,6987,181,1,0,0,1
1,2023-07-02,7,0,0,0,0,0,1
1,2023-07-03,1,5276,122,1,0,0,1
1,2023-07-04,2,6235,161,1,1,0,1
1,2023-07-05,3,5174,118,1,0,0,1
1,2023-07-06,4,6734,164,1,1,0,1
1,2023-07-07,5,6487,136,1,0,0,1
1,2023-07-08,6,7602,157,1,0,0,1
1,2023-07-09,7,7836,175,1,1,0,1
1,2023-07-10,1,5577,116,1,0,0,1
1,2023-07-11,2,4929,104,1,0,0,1
1,2023-07-12,3,5617,128,1,0,0,1
1,2023-07-13,4,5973,147,1,1,0,1
1,2023-07-14,5,5562,122,1,0,0,1
1,2023-07-15,6,9175,216,1,1,0,1
1,2023-07-16,7,6369,163,1,0,0,1
1,2023-07-17,1,5514,100,1,0,0,1
1,2023-07-18,2,4807,111,1,0,0,1
1,2023-07-19,3,5433,104,1,0,0,1
1,2023-07-20,4,5948,127,1,0,0,1
1,2023-07-21,5,6377,155,1,0,0,1
1,2023-07-22,6,7453,184,1,0,0,1
1,2023-07-23,7,8085,170,1,1,0,1
1,2023-07-24,1,5159,107,1,0,0,1
1,2023-07-25,2,4798,108,1,0,0,1
1,2023-07-26,3,6624,170,1,1,0,1
1,2023-07-27,4,5232,121,1,0,0,1
1,2023-07-28,5,5961,145,1,0,0,1
1,2023-07-29,6,8867,204,1,1,0,1
1,2023-07-30,7,7078,137,1,1,0,1
1,2023-07-31,1,5009,118,1,0,0,1
1,2023-08-01,2,6311,133,1,1,0,0
1,2023-08-02,3,4904,106,1,0,0,0
1,2023-08-03,4,5509,107,1,0,0,0
1,2023-08-04,5,5947,124,1,0,0,0
